Date	Diesel/Petrol	Pump Price
12/11/2017	Petrol	£119.91
12/18/2017	Petrol	£119.98
12/25/2017	Petrol	£120.00
1/1/2018	Petrol	£120.19
1/8/2018	Petrol	£120.52
1/15/2018	Petrol	£120.96
1/22/2018	Petrol	£121.50
1/29/2018	Petrol	£121.69
2/5/2018	Petrol	£121.73
2/12/2018	Petrol	£121.58
2/19/2018	Petrol	£120.52
2/26/2018	Petrol	£119.55
3/5/2018	Petrol	£119.29
3/12/2018	Petrol	£119.11
3/19/2018	Petrol	£119.17
3/26/2018	Petrol	£119.23
4/2/2018	Petrol	£119.43
4/9/2018	Petrol	£119.96
4/16/2018	Petrol	£120.56
4/23/2018	Petrol	£121.44
4/30/2018	Petrol	£122.22
5/7/2018	Petrol	£123.27
5/14/2018	Petrol	£124.32
5/21/2018	Petrol	£125.93
5/28/2018	Petrol	£127.58
6/4/2018	Petrol	£128.43
6/11/2018	Petrol	£128.61
6/18/2018	Petrol	£127.92
6/25/2018	Petrol	£127.18
7/2/2018	Petrol	£126.54
7/9/2018	Petrol	£126.97
7/16/2018	Petrol	£127.47
7/23/2018	Petrol	£127.50
7/30/2018	Petrol	£127.54
8/6/2018	Petrol	£128.02
8/13/2018	Petrol	£128.39
8/20/2018	Petrol	£128.79
8/27/2018	Petrol	£129.18
9/3/2018	Petrol	£129.76
9/10/2018	Petrol	£130.24
9/17/2018	Petrol	£130.59
9/24/2018	Petrol	£130.59
10/1/2018	Petrol	£129.98
10/8/2018	Petrol	£130.15
10/15/2018	Petrol	£130.81
10/22/2018	Petrol	£130.98
10/29/2018	Petrol	£130.64
11/5/2018	Petrol	£130.11
11/12/2018	Petrol	£128.94
11/19/2018	Petrol	£127.40
11/26/2018	Petrol	£125.77
12/3/2018	Petrol	£124.30
12/10/2018	Petrol	£122.37
12/17/2018	Petrol	£121.02
12/24/2018	Petrol	£120.61
12/31/2018	Petrol	£120.18
1/7/2019	Petrol	£120.27
1/14/2019	Petrol	£119.53
1/21/2019	Petrol	£119.12
1/28/2019	Petrol	£119.29
2/4/2019	Petrol	£119.13
2/11/2019	Petrol	£118.97
2/18/2019	Petrol	£119.05
2/25/2019	Petrol	£119.22
3/4/2019	Petrol	£119.72
3/11/2019	Petrol	£120.10
3/18/2019	Petrol	£120.48
3/25/2019	Petrol	£120.83
4/1/2019	Petrol	£121.70
4/8/2019	Petrol	£122.66
4/15/2019	Petrol	£124.06
4/22/2019	Petrol	£125.43
4/29/2019	Petrol	£126.36
5/6/2019	Petrol	£127.50
5/13/2019	Petrol	£127.97
5/20/2019	Petrol	£128.51
5/27/2019	Petrol	£129.14
6/3/2019	Petrol	£129.41
6/10/2019	Petrol	£128.89
6/17/2019	Petrol	£127.66
6/24/2019	Petrol	£126.66
7/1/2019	Petrol	£126.49
7/8/2019	Petrol	£126.86
7/15/2019	Petrol	£127.13
7/22/2019	Petrol	£127.81
7/29/2019	Petrol	£128.03
8/5/2019	Petrol	£128.37
8/12/2019	Petrol	£128.36
8/19/2019	Petrol	£128.17
8/26/2019	Petrol	£128.22
9/2/2019	Petrol	£127.86
9/9/2019	Petrol	£127.79
9/16/2019	Petrol	£126.92
9/23/2019	Petrol	£126.78
9/30/2019	Petrol	£126.92
10/7/2019	Petrol	£126.87
10/14/2019	Petrol	£126.91
10/21/2019	Petrol	£126.40
10/28/2019	Petrol	£125.77
11/4/2019	Petrol	£125.56
11/11/2019	Petrol	£125.59
11/18/2019	Petrol	£125.58
11/25/2019	Petrol	£125.32
12/2/2019	Petrol	£124.81
12/9/2019	Petrol	£124.75
12/16/2019	Petrol	£124.33
12/23/2019	Petrol	£124.16
12/30/2019	Petrol	£124.96
1/6/2020	Petrol	£126.09
1/13/2020	Petrol	£127.17
1/20/2020	Petrol	£127.18
1/27/2020	Petrol	£127.33
2/3/2020	Petrol	£125.85
2/10/2020	Petrol	£124.73
2/17/2020	Petrol	£123.80
2/24/2020	Petrol	£123.45
3/2/2020	Petrol	£122.43
3/9/2020	Petrol	£122.24
3/16/2020	Petrol	£120.33
3/23/2020	Petrol	£119.64
3/30/2020	Petrol	£112.45
4/6/2020	Petrol	£110.23
4/13/2020	Petrol	£109.27
4/20/2020	Petrol	£108.63
